518,2527.0
519,2209.0
520,1910.0
521,1667.9999999999998
522,1474.0
523,1127.0
524,773.0
525,610.0
526,527.0
527,383.99999999999994
528,308.0
529,226.0
530,194.0
531,178.00000000000003
532,152.0
533,121.0
534,129.0
535,99.0
536,86.0
537,73.0
538,73.0
539,93.0
540,81.0
541,98.0
542,100.0
543,139.0
544,148.0
545,198.0
546,167.0
547,202.00000000000003
548,127.00000000000001
549,170.0
550,149.0
551,150.0
552,165.0
553,208.0
554,182.0
555,210.99999999999997
556,226.0
557,246.0
558,436.0
559,386.0
560,464.0
561,580.0
562,795.0
563,1031.0
564,1447.0000000000002
565,2159.0
566,3129.0
567,4227.0
568,5686.0
569,7152.000000000001
570,8697.0
571,6837.0
572,5571.0
573,4479.0
574,3361.0000000000005
575,2870.0
576,2452.0
577,1844.0
578,1249.0
579,942.0
580,729.0
581,547.0
582,308.0
583,277.0
584,153.0
585,127.00000000000001
586,77.0
587,54.00000000000001
588,54.99999999999999
589,50.0
590,45.0
591,53.0
592,52.0
593,47.99999999999999
594,88.0
595,119.0
596,113.0
597,132.0
598,164.0
599,189.0
600,210.0
601,191.0
602,212.0
603,231.0
604,319.0
605,392.0
606,491.0
607,620.0
608,714.9999999999999
609,876.0
610,1569.0
611,2904.0
612,4658.0
613,4674.0
614,5411.0
615,6717.0
616,7051.0
617,8876.0
618,11592.0
619,12098.0
620,11715.0
621,7994.0
622,7417.0
623,6966.0
624,6935.999999999999
625,6003.000000000001
626,4429.0
627,3185.0
628,2142.0
629,1272.0
630,960.0000000000001
631,816.0
632,694.9999999999999
633,558.0
634,485.00000000000006
635,361.00000000000006
636,293.0
637,224.0
638,190.0
639,154.0
640,160.0
641,132.0
642,121.99999999999999
643,131.0
644,131.0
645,102.0
646,117.0
647,182.0
648,196.0
649,219.99999999999997
650,212.0
651,232.0
652,342.0
653,345.99999999999994
654,388.0
655,475.00000000000006
656,722.0000000000001
657,929.0
658,1261.0
659,1689.0
660,1988.0
661,3306.0
662,5404.0
663,10935.0
664,14094.000000000002
665,15553.0
666,18395.0
667,18687.0
668,21984.0
669,22108.0
670,21974.0
671,19581.0
672,13576.999999999998
673,8964.0
674,6431.0
675,5733.000000000001
676,5126.0
677,4635.0
678,3469.0
679,2818.0
680,2019.0
681,1546.0
682,1070.0
683,658.0
684,411.99999999999994
685,282.0
686,165.0
687,153.0
688,116.0
689,87.0
690,86.0
691,69.0
692,64.0
693,72.0
694,67.0
695,60.00000000000001
696,65.0
697,54.00000000000001
698,104.0
699,131.0
700,171.0
701,203.0
702,224.0
703,221.00000000000003
704,289.0
705,306.0
706,403.0
707,441.0
708,489.0
709,644.0
710,774.0
711,973.0000000000001
712,1109.0
713,1812.0
714,3436.0
715,5481.0
716,7093.0
717,5396.0
718,5293.0
719,6860.0
720,8570.0
721,10968.0
722,13580.0
723,13869.0
724,14186.0
725,13877.0
726,13637.0
727,13944.999999999998
728,10959.0
729,8270.0
730,5489.0
731,3777.9999999999995
732,2411.0
733,1444.0000000000002
734,972.0
735,681.0
736,602.0
737,536.0
738,443.0
739,352.0
740,264.0
741,199.0
742,190.0
743,215.0
744,183.00000000000003
745,185.0
746,189.0
747,189.0
748,166.0
749,172.99999999999997
750,210.0
751,363.0
752,366.00000000000006
753,332.0
754,415.0
755,476.0
756,260.0
757,327.0
758,359.0
759,555.0
760,777.0
761,1489.0
762,2124.0
763,3479.0
764,3870.0
765,4885.0
766,7250.000000000001
767,12246.0
768,17213.0
769,15264.0
770,13977.0
771,15674.0
772,17777.0
773,21202.0
774,20931.0
775,19454.0
776,11249.0
