,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,TOTAL A,TOTAL B,PERCENT A,PERCENT B
740,National,X,2017,49,30767,10.7453,2479,827,8.05733,2.68794
741,National,X,2017,50,35194,15.3549,4560,844,12.9568,2.39814
742,National,X,2017,51,48009,22.777,9237,1698,19.2401,3.53684
743,National,X,2017,52,55518,25.3864,12002,2092,21.6182,3.76815
744,National,X,2018,1,61316,25.3653,13018,2535,21.231,4.13432
745,National,X,2018,2,68276,26.9421,15149,3246,22.1879,4.7542300000000015
746,National,X,2018,3,69124,27.034,14782,3905,21.3848,5.64927
747,National,X,2018,4,80322,27.3698,16634,5350,20.7091,6.66069
748,National,X,2018,5,81687,27.0643,15193,6915,18.599,8.46524
749,National,X,2018,6,81391,26.9981,14116,7858,17.3434,9.65463
750,National,X,2018,7,74973,26.1174,11371,8210,15.1668,10.9506
751,National,X,2018,8,60034,22.6155,7177,6400,11.9549,10.6606
752,National,X,2018,9,48489,18.4867,4405,4559,9.08453,9.40213
753,National,X,2018,10,40978,15.6938,2897,3534,7.06965,8.624139999999999
754,National,X,2018,11,36794,15.5813,2349,3384,6.38419,9.19715
755,National,X,2018,12,33442,15.328,2023,3103,6.04928,9.27875
756,National,X,2018,13,30668,15.1135,1708,2927,5.5693199999999985,9.54415
757,National,X,2018,14,27339,12.6888,1132,2337,4.1406,8.54823
758,National,X,2018,15,25052,11.2486,901,1917,3.5965199999999995,7.6520800000000015
759,National,X,2018,16,21483,9.39813,595,1424,2.76963,6.6285
760,National,X,2018,17,19328,7.998760000000001,472,1074,2.44205,5.55671
761,National,X,2018,18,17095,6.25914,346,724,2.02398,4.23516
762,National,X,2018,19,14978,4.39311,191,467,1.2752,3.11791
763,National,X,2018,20,13013,3.16606,176,236,1.35249,1.81357
764,National,X,2018,21,11799,2.39003,119,163,1.00856,1.38147
765,National,X,2018,22,10789,1.52934,76,89,0.704421,0.8249139999999999
766,National,X,2018,23,9703,1.57683,73,80,0.7523449999999999,0.8244870000000001
767,National,X,2018,24,8929,1.29914,51,65,0.5711729999999999,0.727965
768,National,X,2018,25,8502,1.02329,49,38,0.576335,0.446954
769,National,X,2018,26,7723,1.11356,57,29,0.738055,0.375502
770,National,X,2018,27,6879,1.00305,44,25,0.639628,0.363425
771,National,X,2018,28,6986,0.916118,51,13,0.730031,0.186086
772,National,X,2018,29,6835,1.0534,57,15,0.833943,0.219459
773,National,X,2018,30,6733,0.995099,48,19,0.712907,0.282192
774,National,X,2018,31,6292,0.953592,43,17,0.683408,0.27018400000000004
775,National,X,2018,32,6790,0.95729,43,22,0.6332840000000001,0.324006
776,National,X,2018,33,7065,0.7643310000000001,36,18,0.509554,0.254777
777,National,X,2018,34,7783,1.33625,77,27,0.989336,0.34691
778,National,X,2018,35,8712,1.50367,98,33,1.12489,0.378788
779,National,X,2018,36,9786,1.7473900000000002,119,52,1.21602,0.531371
780,National,X,2018,37,12030,1.68745,155,48,1.28845,0.399002
781,National,X,2018,38,13182,1.6992900000000002,158,66,1.1986,0.500683
782,National,X,2018,39,14763,1.49699,169,52,1.14475,0.352232
783,National,X,2018,40,16528,1.74855,218,71,1.31897,0.429574
784,National,X,2018,41,18035,1.6967,223,83,1.23648,0.460216
785,National,X,2018,42,20190,1.98118,311,89,1.54037,0.440812
786,National,X,2018,43,21369,2.06374,340,101,1.59109,0.472647
787,National,X,2018,44,22352,2.18325,389,99,1.7403400000000002,0.442913
788,National,X,2018,45,23399,2.73943,543,98,2.32061,0.418821
789,National,X,2018,46,24381,3.1582,668,102,2.73984,0.418359
790,National,X,2018,47,24598,3.92715,893,73,3.63038,0.296772
791,National,X,2018,48,28146,3.91885,998,105,3.5458,0.373055
792,National,X,2018,49,28923,6.257999999999999,1660,150,5.7393800000000015,0.518618
793,National,X,2018,50,32990,10.4001,3240,191,9.82116,0.578963
794,National,X,2018,51,38242,14.3063,5286,185,13.8225,0.483761
795,National,X,2018,52,43184,16.387999999999998,6842,235,15.8438,0.544183
796,National,X,2019,1,44183,12.1653,5234,141,11.8462,0.319127
797,National,X,2019,2,41406,12.7469,5065,213,12.2325,0.514418
798,National,X,2019,3,41806,16.3422,6652,180,15.9116,0.4305600000000001
799,National,X,2019,4,43939,19.4224,8293,241,18.8739,0.548488
800,National,X,2019,5,48292,22.5275,10602,277,21.9539,0.5735939999999999
801,National,X,2019,6,53615,25.1124,13057,407,24.3533,0.759116
802,National,X,2019,7,52829,26.0198,13246,500,25.0733,0.94645
803,National,X,2019,8,53646,26.2443,13618,461,25.3849,0.8593370000000001
804,National,X,2019,9,52837,26.101,13362,429,25.2891,0.8119310000000001
805,National,X,2019,10,52933,25.6437,13148,426,24.8389,0.804791
806,National,X,2019,11,53092,26.1659,13336,556,25.1187,1.04724
807,National,X,2019,12,48494,22.5059,10309,605,21.2583,1.24758
808,National,X,2019,13,42603,19.3461,7655,587,17.9682,1.37784
809,National,X,2019,14,36528,14.9584,4881,583,13.3624,1.59604
810,National,X,2019,15,31513,11.903,3196,555,10.1418,1.76118
811,National,X,2019,16,27909,8.59938,1891,509,6.7755899999999984,1.82378
812,National,X,2019,17,24584,5.83306,1027,407,4.17751,1.65555
813,National,X,2019,18,19767,4.80093,627,322,3.17195,1.62898
814,National,X,2019,19,17399,3.87379,402,272,2.31048,1.56331
815,National,X,2019,20,16716,3.56545,332,264,1.98612,1.57933
816,National,X,2019,21,15389,3.4180300000000003,271,255,1.761,1.65703
817,National,X,2019,22,14108,3.09045,212,224,1.50269,1.58775
818,National,X,2019,23,12368,2.81371,141,207,1.14004,1.67367
819,National,X,2019,24,11143,2.35125,128,134,1.1487,1.20255
820,National,X,2019,25,10235,1.94431,109,90,1.06497,0.879336
821,National,X,2019,26,8944,2.10197,93,95,1.0398,1.06216
822,National,X,2019,27,8201,2.4875,120,84,1.46324,1.02427
823,National,X,2019,28,7873,2.14658,91,78,1.15585,0.990728
824,National,X,2019,29,6010,2.6455900000000003,84,75,1.39767,1.24792
